Gen
BusNum,GenID,GenFuelType,GenUnitType,GenIOB,GenIOC,GenParFac
15,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,50.000000
15,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,50.000000
15,4,Natural Gas,GT (Gas Turbine),13.537264,0.025932,50.000000
15,5,Natural Gas,GT (Gas Turbine),13.537264,0.025932,50.000000
16,1,Other,ST (Steam Turbine),0.000000,0.000000,45.000000
16,2,Other,ST (Steam Turbine),0.000000,0.000000,45.000000
17,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,44.099998
17,2,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,34.099998
18,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,41.799999
18,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,41.799999
18,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,41.799999
18,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,41.799999
19,1,Hydro,HY (Hydro),14.878815,0.062200,37.200001
20,1,Other,ST (Steam Turbine),15.563414,0.047539,31.299999
21,1,Hydro,HY (Hydro),14.878815,0.062200,7.625000
21,2,Hydro,HY (Hydro),14.878815,0.062200,7.625000
21,3,Hydro,HY (Hydro),14.878815,0.062200,7.625000
21,4,Hydro,HY (Hydro),14.878815,0.062200,7.625000
23,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,25.799999
25,1,Hydro,PS (Hydro Pumped Storage),14.878815,0.062200,24.000000
26,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,23.200001
26,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,23.200001
26,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,23.200001
27,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.799999
28,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.799999
29,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.799999
30,1,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,20.200001
31,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
31,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
31,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.000000
31,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.000000
31,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.000000
32,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),72.389198,0.009239,580.000000
32,2,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),72.362999,0.009235,585.000000
33,1,"Residual Fuel Oil (FO5, FO6)",CT (Combined Cycle Combustion Turbine Part),13.381834,0.013200,85.000000
33,10,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.015240,89.099998
33,11,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.015240,89.099998
33,12,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.015240,89.099998
33,2,"Residual Fuel Oil (FO5, FO6)",CT (Combined Cycle Combustion Turbine Part),13.381834,0.013200,85.000000
33,3,"Residual Fuel Oil (FO5, FO6)",CT (Combined Cycle Combustion Turbine Part),13.381834,0.013200,85.000000
33,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),13.381834,0.013200,85.000000
33,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),13.381834,0.013200,85.000000
33,6,"Residual Fuel Oil (FO5, FO6)",CA (Combined Cycle Steam Part),13.381834,0.013200,105.000000
33,7,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.015240,89.099998
33,8,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.015240,89.099998
33,9,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.015240,89.099998
34,1,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,300.000000
34,2,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,300.000000
35,1,Natural Gas,CS (Combined Cycle Single Shaft),11.398372,0.026456,289.000000
36,1,Natural Gas,CS (Combined Cycle Single Shaft),11.398372,0.026456,289.000000
36,2,Natural Gas,CS (Combined Cycle Single Shaft),11.398372,0.026456,289.000000
37,1,Natural Gas,CS (Combined Cycle Single Shaft),11.398372,0.026456,289.000000
37,2,Natural Gas,CS (Combined Cycle Single Shaft),11.398372,0.026456,289.000000
38,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),71.986000,0.008944,617.000000
38,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,278.600006
38,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,278.600006
38,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,278.600006
38,5,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,278.600006
38,6,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,315.000000
38,7,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,315.000000
39,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,278.600006
39,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,278.600006
39,3,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,315.000000
40,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
40,2,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,27.200001
40,3,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,23.000000
40,4,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,84.533333
40,5,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,84.533333
40,6,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,84.533333
40,7,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,186.199997
41,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),71.656998,0.014198,475.500000
41,2,Coal,ST (Steam Turbine),13.708812,0.005655,241.000000
41,3,Coal,ST (Steam Turbine),13.708812,0.005655,241.000000
41,4,Coal,ST (Steam Turbine),13.162000,0.001661,642.599976
42,1,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,235.000000
42,2,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,235.000000
42,3,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,235.000000
42,4,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,235.000000
43,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,230.000000
43,2,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,130.000000
44,1,Natural Gas,CS (Combined Cycle Single Shaft),18.772003,0.009320,200.000000
45,1,Coal,ST (Steam Turbine),14.524302,0.010194,136.000000
47,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,128.699997
47,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,128.699997
47,3,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,128.699997
50,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,69.000000
51,1,Hydro,HY (Hydro),14.878815,0.062200,10.300000
51,2,Hydro,HY (Hydro),14.878815,0.062200,10.300000
51,3,Hydro,HY (Hydro),14.878815,0.062200,10.300000
51,4,Hydro,HY (Hydro),14.878815,0.062200,10.300000
51,5,Hydro,HY (Hydro),14.878815,0.062200,10.300000
51,6,Hydro,HY (Hydro),14.878815,0.062200,10.300000
52,1,Natural Gas,ST (Steam Turbine),23.529472,0.020186,113.599998
52,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,60.000000
52,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,60.000000
53,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,57.900002
53,2,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,27.100000
54,1,Other,ST (Steam Turbine),0.000000,0.000000,53.700001
56,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,45.000000
56,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,45.000000
56,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,45.000000
57,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,14.200000
57,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,14.200000
57,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,14.200000
58,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,40.700001
58,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,40.700001
58,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,40.700001
58,4,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,53.400002
59,1,Other,ST (Steam Turbine),0.000000,0.000000,40.299999
60,1,Other,ST (Steam Turbine),0.000000,0.000000,34.000000
60,2,Other,ST (Steam Turbine),0.000000,0.000000,64.500000
61,1,Hydro,HY (Hydro),14.878815,0.062200,16.700001
61,2,Hydro,HY (Hydro),14.878815,0.062200,16.700001
62,1,Hydro,HY (Hydro),14.878815,0.062200,11.000000
62,2,Hydro,HY (Hydro),14.878815,0.062200,11.000000
62,3,Hydro,HY (Hydro),14.878815,0.062200,11.000000
63,1,Natural Gas,ST (Steam Turbine),25.305998,0.082999,10.833333
63,2,Natural Gas,ST (Steam Turbine),25.305998,0.082999,10.833333
63,3,Natural Gas,ST (Steam Turbine),25.305998,0.082999,10.833333
64,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,26.000000
64,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,26.000000
65,1,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,6.800000
65,10,Natural Gas,ST (Steam Turbine),25.494587,0.117010,11.000000
65,2,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,6.800000
65,3,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,6.800000
65,4,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,6.800000
65,5,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,6.800000
65,6,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,6.800000
65,7,Natural Gas,GT (Gas Turbine),13.537264,0.025932,12.500000
65,8,Natural Gas,GT (Gas Turbine),13.537264,0.025932,12.500000
65,9,Natural Gas,ST (Steam Turbine),25.494587,0.117010,11.000000
66,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,24.700001
67,1,"Residual Fuel Oil (FO5, FO6)",CA (Combined Cycle Steam Part),13.381834,0.013200,95.000000
67,2,"Residual Fuel Oil (FO5, FO6)",CT (Combined Cycle Combustion Turbine Part),14.878800,0.059758,23.000000
67,3,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000000,0.288270,28.299999
68,1,Hydro,HY (Hydro),14.878815,0.062200,7.633333
68,2,Hydro,HY (Hydro),14.878815,0.062200,7.633333
68,3,Hydro,HY (Hydro),14.878815,0.062200,7.633333
69,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.599998
69,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,21.299999
71,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.100000
75,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,184.199997
75,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,184.199997
75,3,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,195.500000
77,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,177.800003
77,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,177.800003
77,3,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,194.600006
78,1,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,10,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,11,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,12,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,13,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,14,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,15,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,16,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,17,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,18,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,19,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,2,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,20,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,21,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,22,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,23,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,24,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,25,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,26,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,27,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,28,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,29,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,3,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,30,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,31,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,4,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,5,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,6,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,7,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,8,Hydro,HY (Hydro),14.878815,0.020763,4.451613
78,9,Hydro,HY (Hydro),14.878815,0.020763,4.451613
79,1,Wood or Wood Waste,ST (Steam Turbine),32.407440,0.030556,102.599998
82,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
83,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,54.500000
83,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,54.500000
83,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,54.500000
84,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),71.681999,0.008992,632.400024
84,2,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),80.179001,0.068281,113.599998
84,3,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),86.714821,0.161097,50.000000
84,4,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),86.714821,0.161097,50.000000
85,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.068222,48.500000
85,2,Wood or Wood Waste,ST (Steam Turbine),34.127640,0.047953,68.400002
86,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.073362,45.700001
87,1,Hydro,HY (Hydro),14.878815,0.062200,7.416667
87,2,Hydro,HY (Hydro),14.878815,0.062200,7.416667
87,3,Hydro,HY (Hydro),14.878815,0.062200,7.416667
87,4,Hydro,HY (Hydro),14.878815,0.062200,7.416667
87,5,Hydro,HY (Hydro),14.878815,0.062200,7.416667
87,6,Hydro,HY (Hydro),14.878815,0.062200,7.416667
88,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
89,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.085533,39.599998
90,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.085518,39.599998
91,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.089499,37.500000
93,1,Hydro,HY (Hydro),14.878815,0.062200,30.000000
93,2,Hydro,HY (Hydro),14.878815,0.062200,30.000000
94,1,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,10,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,11,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,12,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,13,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,2,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,3,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,4,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,5,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,6,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,7,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,8,Hydro,HY (Hydro),14.878815,0.062200,2.230769
94,9,Hydro,HY (Hydro),14.878815,0.062200,2.230769
95,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.116504,14.250000
95,2,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.116504,14.250000
96,1,Hydro,HY (Hydro),14.878815,0.062200,14.200000
96,2,Hydro,HY (Hydro),14.878815,0.062200,14.200000
98,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.120594,27.500000
99,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000412,0.309618,4.433333
99,2,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000412,0.309618,4.433333
99,3,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000412,0.309618,4.433333
99,4,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000412,0.309618,4.433333
99,5,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000412,0.309618,4.433333
99,6,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),87.000412,0.309618,4.433333
100,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
101,1,Other,ST (Steam Turbine),0.000000,0.000000,25.299999
102,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.130978,25.000000
102,2,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.130978,25.000000
102,3,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.114418,30.000000
104,1,Other,ST (Steam Turbine),15.880251,0.065609,22.000000
105,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
106,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),71.344002,0.017242,414.000000
107,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,260.000000
107,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398372,0.026456,260.000000
107,3,Natural Gas,CA (Combined Cycle Steam Part),11.398372,0.026456,270.000000
108,1,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,234.300003
108,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,185.600006
108,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,185.600006
109,1,Wood or Wood Waste,ST (Steam Turbine),15.992788,0.030225,50.000000
109,2,Coal,ST (Steam Turbine),15.992788,0.030225,50.000000
109,3,Coal,ST (Steam Turbine),15.992788,0.030225,50.000000
109,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.200001
110,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
110,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
110,3,Coal,ST (Steam Turbine),14.762256,0.012506,113.599998
110,4,Coal,ST (Steam Turbine),13.319000,0.004015,345.600006
112,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.132097,25.000000
113,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
114,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.167846,20.000000
115,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.158549,20.000000
116,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,196.000000
116,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,196.000000
116,3,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,204.000000
117,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,179.300003
117,2,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,93.199997
118,1,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,46.000000
118,2,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,46.000000
118,3,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,48.000000
118,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,125.000000
118,5,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,125.000000
118,6,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,125.000000
119,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,82.800003
119,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,82.800003
119,3,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,88.599998
120,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,82.800003
120,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,82.800003
120,3,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,88.599998
124,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,41.799999
125,1,Hydro,HY (Hydro),14.878815,0.062200,13.600000
125,2,Hydro,HY (Hydro),14.878815,0.062200,13.600000
125,3,Hydro,HY (Hydro),14.878815,0.062200,13.600000
126,1,Hydro,HY (Hydro),14.878815,0.062200,11.866667
126,2,Hydro,HY (Hydro),14.878815,0.062200,11.866667
126,3,Hydro,HY (Hydro),14.878815,0.062200,11.866667
128,1,Hydro,HY (Hydro),14.878815,0.062200,11.200000
128,2,Hydro,HY (Hydro),14.878815,0.062200,11.200000
128,3,Hydro,HY (Hydro),14.878815,0.062200,11.200000
129,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.500000
130,1,Hydro,HY (Hydro),14.878815,0.062200,4.200000
130,2,Hydro,HY (Hydro),14.878815,0.062200,4.200000
130,3,Hydro,HY (Hydro),14.878815,0.062200,4.200000
130,4,Hydro,HY (Hydro),14.878815,0.062200,4.200000
130,5,Hydro,HY (Hydro),14.878815,0.062200,4.200000
130,6,Hydro,HY (Hydro),14.878815,0.062200,4.200000
131,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.151785,21.500000
3502,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
3503,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
3504,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),67.575996,0.008646,901.799988
3504,2,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),67.575996,0.008646,901.799988
3505,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),67.575996,0.008813,883.000000
3506,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
3507,1,Coal,ST (Steam Turbine),13.102470,0.001680,655.099976
3508,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
3508,2,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
3509,1,Natural Gas,ST (Steam Turbine),21.147200,0.002631,621.000000
3509,2,Natural Gas,ST (Steam Turbine),21.147200,0.002631,621.000000
3510,1,Natural Gas,ST (Steam Turbine),21.162064,0.002627,621.000000
3510,2,Natural Gas,ST (Steam Turbine),21.162064,0.002627,621.000000
3511,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
3512,1,Natural Gas,CA (Combined Cycle Steam Part),9.546508,0.032500,148.399994
3512,2,Natural Gas,CA (Combined Cycle Steam Part),13.658863,0.009385,223.000000
3512,3,Natural Gas,CA (Combined Cycle Steam Part),13.658863,0.009385,223.000000
3512,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,95.199997
3512,5,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,95.199997
3512,6,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,95.199997
3513,1,Natural Gas,ST (Steam Turbine),21.000000,0.005900,387.000000
3513,2,Natural Gas,ST (Steam Turbine),20.999241,0.005898,387.000000
3513,3,Natural Gas,ST (Steam Turbine),20.999241,0.005898,387.000000
3513,4,Natural Gas,ST (Steam Turbine),20.999241,0.005898,387.000000
